-1.07414,-11.2682,5,-0.00728271,-0.014363,0.001,1e-05,0.01
-2.15946,6.55328,5,-0.00973017,0.0142519,0.001,1e-05,0.01
-5.92436,-2.34101,5,0.00739427,0.000158891,0.001,1e-05,0.01
8.56668,7.27845,5,0.0113135,0.0152625,0.001,1e-05,0.01
9.71317,-10.1492,5,0.00401239,-0.00833604,0.001,1e-05,0.01
13.8273,0.813028,5,-0.00548576,-0.004377,0.001,1e-05,0.01
14.8889,-21.0261,5,-0.000678162,-0.00207864,0.001,1e-05,0.01
28.6361,-11.6384,5,-0.00013916,-0.00152653,0.001,1e-05,0.01
23.7564,-0.87229,5,-1.21826e-05,-0.000492712,0.001,1e-05,0.01
13.1449,-15.2196,5,0.00364211,-0.000555756,0.001,1e-05,0.01
20.4566,-5.60127,5,-0.000772112,0.00179354,0.001,1e-05,0.01
3.98195,2.40188,5,-0.00274025,0.027,0.001,1e-05,0.01
23.5191,-19.9258,5,-0.000706327,-0.00388271,0.001,1e-05,0.01
21.7351,-12.1473,5,0.00220924,-0.000481799,0.001,1e-05,0.01
3.33308,-5.76587,5,0.00488583,-0.0297857,0.001,1e-05,0.01
12.8374,-4.04616,5,-0.003657,0.00182783,0.001,1e-05,0.01
31.0679,-4.99317,5,0.00168808,0.00024677,0.001,1e-05,0.01
17.5267,-10.4005,5,0.00268227,-0.000679305,0.001,1e-05,0.01
33.3469,3.86607,5,-0.00412716,0.0051689,0.001,1e-05,0.01
33.7791,-19.8574,5,-0.000987014,-0.00259915,0.001,1e-05,0.01
4.09581,-1.86374,5,-0.00150968,0.00344811,0.001,1e-05,0.01
