-8.05402,-18.4504,5,-0.00248378,-0.00435994,0.001,1e-05,0.01
-4.17286,11.8534,5,-0.0024537,0.00489124,0.001,1e-05,0.01
-9.3833,2.9902,5,-0.00137584,0.00191471,0.001,1e-05,0.01
4.1772,17.5322,5,-0.00270954,0.00554686,0.001,1e-05,0.01
1.04597,-24.6388,5,-0.00145115,-0.00513984,0.001,1e-05,0.01
14.6613,15.4769,5,-0.00229999,0.00882146,0.001,1e-05,0.01
7.59364,-33.868,5,0.000380257,-0.00536248,0.001,1e-05,0.01
35.1986,-13.9254,5,-0.000250443,-0.000539592,0.001,1e-05,0.01
24.1277,12.5397,5,-0.00146793,0.00609116,0.001,1e-05,0.01
17.8565,-16.6751,5,-0.00438519,0.00047522,0.001,1e-05,0.01
18.6731,6.39809,5,-0.000399715,0.00542138,0.001,1e-05,0.01
1.56843,6.9274,5,-0.00100433,0.0035047,0.001,1e-05,0.01
26.288,-21.5028,5,0.00167585,-0.00219533,0.001,1e-05,0.01
28.5884,-15.9726,5,-0.000368814,-0.000497198,0.001,1e-05,0.01
4.37308,-8.20526,5,-0.00201095,0.0020328,0.001,1e-05,0.01
13.258,5.84957,5,-0.00121899,0.0119699,0.001,1e-05,0.01
29.1208,1.78304,5,-7.29017e-05,-0.00162409,0.001,1e-05,0.01
19.4914,-21.9248,5,-0.00224262,-0.00161159,0.001,1e-05,0.01
31.4907,20.3774,5,0.00046403,0.0129278,0.001,1e-05,0.01
36.6075,-21.5537,5,0.00226553,0.00363507,0.001,1e-05,0.01
-6.51854,-7.67929,5,-0.00388167,-0.00127003,0.001,1e-05,0.01
7.18393,9.85646,5,-0.0028301,0.00299969,0.001,1e-05,0.01
35.8673,-2.65465,5,0.0051219,-0.00464437,0.001,1e-05,0.01
46.7985,8.58001,5,0.0325283,-0.0106951,0.001,1e-05,0.01
13.5286,-13.2423,5,-0.00190038,0.00203021,0.001,1e-05,0.01
21.7825,-13.1765,5,0.00526086,-0.00764777,0.001,1e-05,0.01
-1.65967,1.49073,5,-0.00250462,0.00492802,0.001,1e-05,0.01
19.0617,-31.2534,5,-0.00041449,-0.00389255,0.001,1e-05,0.01
44.6375,-14.4548,5,0.00212385,-0.00269067,0.001,1e-05,0.01
54.0408,5.32035,5,0.00645141,0.00126679,0.001,1e-05,0.01
47.0772,1.17534,5,0.002131,-0.00492674,0.001,1e-05,0.01
2.42794,-14.4726,5,-0.00317617,-0.00360156,0.001,1e-05,0.01
-1.45157,-15.1383,5,-0.00384268,-0.0030302,0.001,1e-05,0.01
37.6258,2.25452,5,0.00581839,0.00248211,0.001,1e-05,0.01
21.8355,1.34588,5,-0.00350553,0.00593011,0.001,1e-05,0.01
5.65561,0.134535,5,-0.00393201,-0.00533136,0.001,1e-05,0.01
28.8238,-26.7317,5,-0.0132194,-0.00500451,0.001,1e-05,0.01
39.2282,5.89765,5,-0.00384565,-0.00966223,0.001,1e-05,0.01
17.1371,-26.7589,5,-0.00127384,-0.00327253,0.001,1e-05,0.01
7.22077,-20.0939,5,-0.00277434,-0.00134862,0.001,1e-05,0.01
8.49062,-10.5645,5,-0.0104604,0.00135121,0.001,1e-05,0.01
26.8653,-9.19508,5,-0.00201602,0.00285247,0.001,1e-05,0.01
43.058,18.5419,5,0.00869228,0.0341537,0.001,1e-05,0.01
10.6207,-17.5588,5,-0.00017161,-0.00530997,0.001,1e-05,0.01
25.2624,-32.7589,5,0.00219205,-0.00254586,0.001,1e-05,0.01
11.2791,-7.6607,5,0.00599459,-0.0121332,0.001,1e-05,0.01
42.9822,-7.67864,5,0.00392215,-0.00418417,0.001,1e-05,0.01
36.0158,-8.02954,5,0.00113609,-0.00149628,0.001,1e-05,0.01
51.9725,-9.75811,5,0.00564785,-0.00484545,0.001,1e-05,0.01
9.80822,-28.7858,5,-6.63144e-05,-0.00522987,0.001,1e-05,0.01
28.8459,-4.91445,5,0.000271015,0.000921736,0.001,1e-05,0.01
20.5006,-3.12201,5,-0.00236005,0.00324397,0.001,1e-05,0.01
15.6815,-37.8844,5,0.0017904,-0.00394263,0.001,1e-05,0.01
62.1172,-3.89733,5,0.00375636,0.00379306,0.001,1e-05,0.01
53.0031,14.941,5,-0.00199391,0.0112252,0.001,1e-05,0.01
53.2101,-6.1017,5,0.00286408,-0.00322025,0.001,1e-05,0.01
28.9241,6.28715,5,-0.000852787,-0.00278706,0.001,1e-05,0.01
9.86075,1.06606,5,-0.00318273,0.00485502,0.001,1e-05,0.01
11.4965,-24.0591,5,-0.00187958,-0.00432834,0.001,1e-05,0.01
38.4459,14.1805,5,0.000349036,0.000840788,0.001,1e-05,0.01
16.111,-5.14727,5,-0.000440968,0.00843594,0.001,1e-05,0.01
53.6687,-17.7633,5,-0.00043725,-0.00685977,0.001,1e-05,0.01
1.21311,-4.46523,5,-0.00814203,-0.00118191,0.001,1e-05,0.01
61.4352,-12.908,5,0.00144513,-0.000925047,0.001,1e-05,0.01
34.2262,-36.1004,5,-0.00313632,-0.0308701,0.001,1e-05,0.01
45.4154,-2.56022,5,0.00435515,-0.00505845,0.001,1e-05,0.01
41.8992,-27.7838,5,0.028548,-0.0104893,0.001,1e-05,0.01
56.2224,-0.0430823,5,8.64248e-05,-0.00289798,0.001,1e-05,0.01
33.0232,9.57979,5,-0.00834984,-0.00605466,0.001,1e-05,0.01
12.8543,-2.17704,5,-0.0107953,0.00230663,0.001,1e-05,0.01
19.5208,-9.83225,5,-0.000727753,0.000469268,0.001,1e-05,0.01
33.5459,13.3268,5,-0.0136038,0.0100639,0.001,1e-05,0.01
35.5532,-31.0244,5,-0.00137211,0.01669,0.001,1e-05,0.01
43.6014,10.3961,5,0.00801357,0.0146364,0.001,1e-05,0.01
